CO-BRANCH;OFFICE;PRODUCT;GROUP;Des-25;Jan-26;Feb-26;Mar-26;Apr-26;Mei-26;Jun-26;Jul-26;Agu-26
361 - PALEMBANG;366 - KCP PLAJU;Teller;Reguler;33;12;10;5;11;51;31;32;6
361 - PALEMBANG;366 - KCP PLAJU;Mobile Banking;Reguler;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;366 - KCP PLAJU;Khusus;Khusus;15;8;2;0;2;11;4;2;0
361 - PALEMBANG;398 - KCP BATURAJA;Teller;Reguler;125;46;10;1;5;15;14;47;19
361 - PALEMBANG;398 - KCP BATURAJA;Mobile Banking;Reguler;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;398 - KCP BATURAJA;Khusus;Khusus;2;6;1;0;2;1;2;5;3
361 - PALEMBANG;401 - KCP ENIM;Teller;Reguler;29;17;14;4;3;17;2;6;7
361 - PALEMBANG;401 - KCP ENIM;Mobile Banking;Reguler;0;0;0;1;4;1;7;0;0
361 - PALEMBANG;401 - KCP ENIM;Khusus;Khusus;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;371 - PANGKAL PINANG;Teller;Reguler;28;16;4;8;13;28;22;21;9
371 - PANGKAL PINANG;371 - PANGKAL PINANG;Mobile Banking;Reguler;8;5;3;2;3;6;10;7;3
371 - PANGKAL PINANG;371 - PANGKAL PINANG;Khusus;Khusus;2;0;0;0;0;0;0;1;0
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;Teller;Reguler;11;2;8;1;2;6;12;5;2
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;Mobile Banking;Reguler;0;0;0;0;0;0;32;10;1
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;Khusus;Khusus;0;0;0;0;0;0;0;2;0
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;Teller;Reguler;8;17;4;4;4;5;10;11;2
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;Mobile Banking;Reguler;18;19;8;3;6;24;29;28;20
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;Khusus;Khusus;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;495 - KCP KOBA;Teller;Reguler;4;2;5;1;4;0;5;8;2
371 - PANGKAL PINANG;495 - KCP KOBA;Mobile Banking;Reguler;19;8;10;7;28;30;39;20;11
371 - PANGKAL PINANG;495 - KCP KOBA;Khusus;Khusus;0;0;0;0;0;0;0;0;0
421 - PADANG;421 - PADANG;Teller;Reguler;5;5;3;7;0;1;3;8;0
421 - PADANG;421 - PADANG;Mobile Banking;Reguler;5;3;6;8;7;3;10;7;3
421 - PADANG;421 - PADANG;Khusus;Khusus;20;22;42;13;32;52;19;49;12
421 - PADANG;422 - KCP BUKITTINGGI;Teller;Reguler;7;3;0;5;7;8;4;4;2
421 - PADANG;422 - KCP BUKITTINGGI;Mobile Banking;Reguler;0;0;0;0;0;0;1;0;0
421 - PADANG;422 - KCP BUKITTINGGI;Khusus;Khusus;0;0;0;0;0;0;0;0;0
421 - PADANG;423 - KCP PAYAKUMBUH;Teller;Reguler;7;1;11;4;3;4;8;11;3
421 - PADANG;423 - KCP PAYAKUMBUH;Mobile Banking;Reguler;0;0;0;0;0;0;0;0;0
421 - PADANG;423 - KCP PAYAKUMBUH;Khusus;Khusus;0;0;0;0;0;0;0;0;0
421 - PADANG;424 - KCP SOLOK;Teller;Reguler;3;6;5;1;5;1;1;0;0
421 - PADANG;424 - KCP SOLOK;Mobile Banking;Reguler;5;3;3;0;5;6;5;9;1
421 - PADANG;424 - KCP SOLOK;Khusus;Khusus;0;0;0;0;0;0;0;0;0
431 - BENGKULU;431 - BENGKULU;Teller;Reguler;37;33;42;30;36;31;73;30;8
431 - BENGKULU;431 - BENGKULU;Mobile Banking;Reguler;0;0;0;0;1;0;10;37;22
431 - BENGKULU;431 - BENGKULU;Khusus;Khusus;0;4;0;0;0;0;1;5;0
431 - BENGKULU;432 - KCP CURUP;Teller;Reguler;37;35;33;11;17;31;38;53;25
431 - BENGKULU;432 - KCP CURUP;Mobile Banking;Reguler;0;1;0;0;0;1;0;1;0
431 - BENGKULU;432 - KCP CURUP;Khusus;Khusus;0;0;0;0;0;0;0;0;0
431 - BENGKULU;441 - JAMBI;Teller;Reguler;5;10;8;8;13;10;14;20;5
431 - BENGKULU;441 - JAMBI;Mobile Banking;Reguler;0;0;0;1;0;0;0;0;0
431 - BENGKULU;441 - JAMBI;Khusus;Khusus;0;24;10;3;4;5;12;9;18
431 - BENGKULU;442 - KCP MUARA BUNGO;Teller;Reguler;23;3;7;4;8;13;18;18;10
431 - BENGKULU;442 - KCP MUARA BUNGO;Mobile Banking;Reguler;20;19;8;7;22;19;16;27;5
431 - BENGKULU;442 - KCP MUARA BUNGO;Khusus;Khusus;0;0;0;0;0;0;0;0;0
431 - BENGKULU;473 - KCP MANNA BENGKULU;Teller;Reguler;15;7;6;9;15;10;17;4;4
431 - BENGKULU;473 - KCP MANNA BENGKULU;Mobile Banking;Reguler;0;0;0;0;0;0;0;0;0
431 - BENGKULU;473 - KCP MANNA BENGKULU;Khusus;Khusus;0;0;0;0;0;0;0;0;0
431 - BENGKULU;474 - KCP ARGA MAKMUR;Teller;Reguler;40;26;15;15;16;6;26;29;6
431 - BENGKULU;474 - KCP ARGA MAKMUR;Mobile Banking;Reguler;0;0;0;0;0;0;0;0;0
431 - BENGKULU;474 - KCP ARGA MAKMUR;Khusus;Khusus;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;214 - KCP BINJAI;Teller;Reguler;9;15;4;6;8;16;10;10;1
482 - MEDAN BARU;214 - KCP BINJAI;Mobile Banking;Reguler;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;214 - KCP BINJAI;Khusus;Khusus;0;0;2;0;0;0;0;0;0
482 - MEDAN BARU;251 - PEMATANG SIANTAR;Teller;Reguler;1;2;1;0;0;1;4;0;0
482 - MEDAN BARU;251 - PEMATANG SIANTAR;Mobile Banking;Reguler;4;1;0;5;1;3;3;0;2
482 - MEDAN BARU;251 - PEMATANG SIANTAR;Khusus;Khusus;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;252 - KCP KISARAN;Teller;Reguler;15;9;4;4;13;5;22;6;8
482 - MEDAN BARU;252 - KCP KISARAN;Mobile Banking;Reguler;0;0;0;0;0;1;0;1;0
482 - MEDAN BARU;252 - KCP KISARAN;Khusus;Khusus;4;0;5;1;0;32;43;33;6
482 - MEDAN BARU;467 - KCP STABAT;Teller;Reguler;15;10;9;8;21;16;13;9;8
482 - MEDAN BARU;467 - KCP STABAT;Mobile Banking;Reguler;1;0;0;1;0;0;0;0;0
482 - MEDAN BARU;467 - KCP STABAT;Khusus;Khusus;0;0;0;0;0;2;0;0;0
482 - MEDAN BARU;482 - MEDAN BARU;Teller;Reguler;18;10;9;20;17;17;16;7;5
482 - MEDAN BARU;482 - MEDAN BARU;Mobile Banking;Reguler;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;482 - MEDAN BARU;Khusus;Khusus;2;5;8;0;3;3;2;4;6
